de,en
Neben den Wochenendkliniken und seiner Arbeit als Chirurg im Krankenhaus arbeitet Bwelle auch nachts in privaten Kliniken in Yaoundé.,"In addition to holding these weekend clinics and working as a hospital surgeon, Bwelle also works nights at private medical clinics around Yaounde."
2014 ist aber auch sonst ein Jahr mit vielen Jubiläen.,"However, 2014 is also a year of many anniversaries in other respects."
"Zuvor hatte der deutsche Grünen-Politiker Hans-Christian Ströbele nach einem Treffen mit Snowden in Moskau an die USA appelliert, ihn nicht weiter mit Strafe zu bedrohen.","Following a recent meeting with Snowden in Moscow, German Green Party politician Hans-Christian Ströbele appealed to the USA not to continue to threaten him with prosecution."
Anja Schlichter leitet das Turnier,Anja Schlichter managed the tournament
Eine blutige Attacke im Rockermilieu wird nach über vier Jahre neu aufgerollt.,A bloody attack within the 'Rocker' scene is to be re-investigated after more than four years.
Jazz und Klassik gehören gerade am Jazzstandort Stuttgart zusammen.,Jazz and classical music belong together at the jazz location of Stuttgart.
"""Bildung ist ein wichtiger Standortfaktor"", unterstrich Claudia Stehle, Direktorin der Hans-Thoma-Schule, die das vernetzte Schulprojekt Bildungszentrum Hochschwarzwald vorstellte.","""Education is an important factor for the location,"" highlighted Claudia Stehle, Director of the Hans Thoma School, which introduced the networked Hochschwarzwald Education Centre Schools Project."
"Als damals 2008 Obama ins Amt wechselte, hatte er Zustimmungswerte von 82 %.","During Obama's transition to office in 2008, he had an 82% approval rating."
"Daher hoffe ich, dass meine Spieler während der kurzen Pause endlich den Kopf frei bekommen haben.","Therefore, I hope that my players have finally managed to clear their heads during the short break."
"Es bestehe keine Notwendigkeit, eine gigantische, sperrige technologische Infrastruktur aufzubauen, die unweigerlich dazu verwendet werden würde, Daten über die täglichen Bewegungen von Einzelpersonen zu erfassen.","There is no need to build an enormous, unwieldy technological infrastructure that will inevitably be expanded to keep records of individuals' everyday comings and goings."
"Wenn sie die Medien zum Schweigen brächten, könnten Politiker ungestraft tun, was immer sie wollen.","By silencing the media, politicians know they can do whatever they like with impunity."
Doch auf dem Heimweg machen sich die offensichtlichen Unterschiede zwischen mir und anderen hungrigen Disco-Gängern bemerkbar.,"However, on the way home the clear differences between me and other hungry clubbers become evident."
Es gibt dann nur noch einen gemeinsamen Pfarrgemeinderat für alle sechs Pfarreien.,There will then only be one joint Parish Council for all six parishes.
Am Donnerstag zeigten die Daten eine weiterhin bestehende Exportschwäche und ein Nachlassen der Verbrauchernachfrage.,"On Thursday, data showed continued export weakness, and a softening in consumer demand."
Er wurde vom Liverpooler Crown Court zu drei Jahren Gefängnis verurteilt,Was given a three-year prison sentence at Liverpool Crown Court
"Zu dem Unfall war es nach Angaben der Polizei gekommen, als ein 26 Jahre alter Mann am Donnerstagabend, gegen 22 Uhr, mit einem Damenfahrrad ordnungswidrig auf dem linken Gehweg vom Bahnhofplatz in Richtung Marktstätte unterwegs war.","According to the police, the accident occurred on Thursday evening at around 10:00 p.m., when a 26-year-old man was cycling illegally, on the left footpath of the Bahnhofplatz in the direction of Marktstätte, on a ladies bicycle."
Das Schiedsgericht ist die letzte Instanz.,The Court of Arbitration is the authority of last resort.
"John Kerry deutete mit einem unerwarteten Eingeständnis ein Aufweichen der abwehrenden Haltung der USA in Bezug auf ihre Überwachungsprogramme an, indem er sagte, die Spionage sei in bestimmten Fällen „unangemessen zu weit gegangen“.","John Kerry has indicated a softening of the U.S's defensive stance on its surveillance programmes with an unprecedented admission that on occasions its spying has ""reached too far inappropriately."""
Eine mündliche Verhandlung zur Berufung der Stadt ist nach dem 14. März 2014 geplant.,"An oral argument on the city's appeal is scheduled for sometime after March 14, 2014."
Lesen auch unbekannte Menschen die E-Mails mit?,Do unknown individuals also read the e-mails?
Neben dem Bremswagenziehen mit Traktoren gibt es beim landwirtschaftlichen Herbstfest auf dem Kaltenhof vom 6. bis 8. September noch einen zweiten Wettkampf.,"Alongside brake van pulling with tractors,  there will also be a second contest at the agricultural autumn festival at Kaltenhof from 6 to 8 September."
"Hemingway erzählte die Geschichte eines Kämpfers, eines mutigen Mannes, der nicht aufgibt und letztendlich durch sein Wissen und auch seine Willensstärke den Kampf gegen den Fisch gewinnt.","Hemingway told the story of a fighter, a courageous man who doesn't give up and who ultimately wins the battle against the fish as a result of his knowledge and his strong will."
Konstanz: Sperrung nach Unfall am Schänzlekreisel,Konstanz: Road block following accident on the Schänzle roundabout
Am Mittwoch veröffentlichten die Centers for Disease Control and Prevention (CDC) eine Reihe von Richtlinien für den Umgang mit Lebensmittelallergien von Kindern an Schulen.,"On Wednesday, the Centers for Disease Control and Prevention released a set of guidelines to manage children's food allergies at school."
Seines Wissens gebe es aber in Hofheim auch eine Sonntagsleerung.,"To the best of his knowledge, however, there is a Sunday collection in Hofheim."
Die Freiwillige Feuerwehr bewältigte ihre Herbsthauptprobe trotz Personalmangels mit Bravour.,The voluntary fire service bravely came through the main autumn test run in spite of a lack of personnel.
Die Verbreitung von Lebensmittelallergien unter Kindern hat laut CDC zwischen 1997 und 2007 um 18 Prozent zugenommen.,The CDC found the prevalence of food allergies among children increased 18 percent between 1997 and 2007.
Charlie Francis machte sich die fluoreszierenden Eigenschaften der Meerestiere zunutze und schuf daraus eine leuchtende Leckerei.,Charlie Francis has harnessed the fluorescent properties of the marine animal to develop the luminescent snack.
"Ich bin Herr meines Terminkalenders und kann dort meine Schwerpunkte setzen, wo es mir wichtig ist.",I am the master of my own schedule and can therefore turn my focus to what is important to me.
"""Zudem gilt es abzuwarten, ob dann noch Verstärkung aus der Ersten dabei ist"", verdeutlicht der SG-Coach.","""In addition, we will have to wait and see whether reinforcements from the first team will be there,"" explained the SG coach."
"Die Beziehungen zwischen den USA und Deutschland sind durch die Behauptungen belastet, die NSA habe das Handy von Kanzlerin Angela Merkel abgehört.",Relations between the US and Germany have come under strain following claims that the NSA bugged Chancellor Angela's Merkel's phone.
"„Die Stadt ist definitiv in der Comedy-DNA von Larrys gesamter Arbeit“, sagte Steinberg.","""The city is definitely in the comedy DNA of all of Larry's work,"" Steinberg said."
"„Das Testflugzeug ist nicht länger am Boden geblieben als erwartet“, sagte Beaudoin bei einer Telefonkonferenz und fügte hinzu, während der Standzeit des Flugzeugs seien Bodentests und Software-Updates angesetzt gewesen.","""The test plane didn't stay on the ground longer than anticipated,"" Beaudoin said in a conference call, adding that ground tests and software updates were scheduled during the plane's downtime."
"Wichtig sei die Auswahl des Lokals, wurde erklärt.","Selecting the venue is important, it was explained."
"Zuerst hatte er nur einen gebrochenen Arm, doch dann bildete sich eine Entzündung, die sich auf sein Gehirn ausweitete und dort ein Hämatom verursachte, das ihn für den Rest seines Lebens beeinträchtigen sollte.","He suffered only a broken arm at first, but an infection developed and spread to his brain, creating a hematoma that would affect him for the rest of his life."
"US-Grenze: ""Super-Tunnel"" zum Drogenschmuggel entdeckt","US borders: ""Super tunnel"" for drug smuggling discovered"
"Selbst in der Mietwohnung lasse sich das eine oder andere realisieren, und wenn es nur die Toilettensitzerhöhung ist, klärt die Innenarchitektin auf.","Even in the case of rental apartments some landlords can have this work carried out, even if it is just a matter of raising the level of the toilet seat, clarified the interior designer."
"Fenton ist verrückt nach Tieren – er liebt Pferde, Traktoren und Bauernhöfe und hat zwei Hühner, um die er sich kümmert.","Fenton is animal mad - he loves horses, tractors and farms and has got two chickens which he looks after."
"Vom Vorraum der Ausstellung führt ein Tunnelzugang zum römischen Abwasserkanal, der hier auf rund 120 Metern Länge erhalten ist.","From the exhibition vestibule, a tunnel leads to the preserved Roman sewer, measuring around 120 metres in length."
Mit einer Verschlüsselung nach dem OpenPGP-Standard kann eine E-Mail wirksam gegen Mitlesen verschlüsselt werden.,"With an encryption using the OpenPGP standard, an e-mail can be effectively protected against being read."
"Die Sonde ""Juice"" (Jupiter Icy Moons Explorer) beginnt ihre Reise voraussichtlich 2022.","The ""Juice"" (Jupiter Icy Moons Explorer) probe is planned to begin its journey in 2022."
Beim Auswechseln eines defekten Außenfühlers stürzte am Donnerstag ein 51-jähriger Arbeiter in Eggelsberg von einer Leiter und verletzte sich schwer.,"On Thursday, a 51-year-old worker in Eggelsberg fell from a ladder while replacing a broken external sensor and was seriously injured."
"Sie weiß aber auch, dass sie zu den wenigen Menschen gehört, die sich überhaupt mit dem Thema 'Wohnen im Alter' auseinandersetzen.","However, she is aware that she is one of the few people to actually deal with the topic of 'living in old age'."
"Die Art und Weise, wie wir diese Steuern zahlen, wird sich verändern.",There is going to be a change in how we pay these taxes.
"Aufgrund von Anregungen aus der Bevölkerung sollte an diesem Tag im Bereich der Hütte der Blick ins Tal freigeschnitten werden, sagte Bürgermeister Helmut Kaiser.","Following suggestions from the population, the of the valley in the area of the cottage was to be cleared, said Mayor Helmut Kaiser."
