source,reference,hypothesis,chrf,bertscore_p,bertscore_r,bertscore_f1,glossary_hits,glossary_misses,capitalised_noun_count,separable_verb_count,error_category
Von den Vorstellungen und Erwartungen an die Neuerungen 2015 bis hin zu konkreten Vorschlägen über die künftige Zusammensetzung und die Größe des Pfarrgemeinderats reichten die äußerst konstruktiven Gespräche der sechs Gremien mit den Hauptamtlichen des Seelsorgeteams.,"The extremely constructive discussions between the six committees and the full-time members of the pastoral care team addressed topics ranging from perceptions and expectations regarding the 2015 reforms, to concrete proposals regarding the future composition and size of the Parish Council.","From the ideas and expectations of the innovations in 2015 to concrete proposals on the future composition and size of the parish council, the extremely constructive discussions of the six committees with the main officials of the pastoral care team were held.",60.22,0.9401,0.9383,0.9392,,,11,0,GOOD
Ein Tag des Dankeschöns beim MGV in Dinker,A day of thanks with the MGV (Male Choral Society) in Dinker,A day of thanks at the MGV in Dinker,44.06,0.9665,0.9133,0.9391,,,2,0,GOOD
"Wir können entscheiden, eine Region von (in letzter Konsequenz) Klein-England zu sein.",We can choose to be a region of (essentially) Little England.,We can decide to be a region of (finally) small England.,50.3,0.9537,0.9499,0.9518,,,2,0,GOOD
"In einer separaten Initiative wird Ofqual, die Aufsichtsbehörde für Prüfungen, eine Neuorganisation der GCSE-Strukturen bekannt geben, einschließlich eines neuen Benotungssystems und weniger Kursarbeit.","In a separate move, Ofqual, the exams regulator, will unveil a shake-up of the structure of GCSEs, with a new grading system and less coursework.","In a separate initiative, Ofqual, the Audit Authority, will announce a reorganisation of the GCSE structures, including a new grading system and less course work.",58.58,0.9644,0.9632,0.9638,,,7,0,GOOD
In Dornhan ist er beim Weihnachtsmarkt und bei der Narrenzunft bereits aufgetreten.,"In the past, he has appeared at the Christmas market in Dornhan and the Narrenzunft (Fool's Guild event).",In Dornhan he has already performed at the Christmas market and at the fool guild.,43.65,0.9354,0.8801,0.9069,,,2,0,SEMANTIC
"Das Finanzministerium hat provisorisch die CGT-Maßnahme durchkalkuliert, wartet aber noch auf die abschließende Entscheidung von Schatzkanzler George Osborne, der im Haushalt 2012 eine Stempelsteuer in Höhe von 7 % auf Wohnungen verhängt hatte, die über zwei Millionen Pfund kosten sowie jährliche Gebühren für Käufer, die Wohnungen als Firma und nicht als Einzelpersonen halten.","The Treasury have provisionally costed out the CGT measure but are awaiting a final decision from Mr Osborne, who, in the 2012 Budget, introduced a 7% rate of stamp duty for homes costing more than £2m and annual charges for buyers who choose to hold homes in a company rather than as individuals.","The Ministry of Finance has provisionally calculated the CGT measure, but is still waiting for the final decision of Chancellor George Osborne, who in the 2012 budget imposed a 7 % stamp tax on apartments costing over two million pounds, as well as annual fees for buyers who hold apartments as a company and not as individuals.",50.01,0.9476,0.9474,0.9475,,,15,0,GOOD
"Vorne sind die vielfach gerüschten und mit Stickereien versehenen Kleider geschlossen, oft mit einem Schleier, hinten hingegen gehen sie den Rücken hinab und enden oft in einer Schleppe.","At the front, dresses with numerous ruffles and embroidery are in, often with a veil, while to the rear they run down the back and often end in a train.","At the front, the clothes, which are often wet and embroidered, are closed, often with a veil, but at the back, they go down their backs and often end up in a train.",54.03,0.9211,0.9154,0.9183,,,4,0,SEMANTIC
"Becky Hall aus Halifax, West Yorkshire, sagte: „Bei der Rettung zuzusehen war beängstigend.“","Miss Hall, from Halifax, West Yorkshire, said: ""Watching the rescue was terrifying.""","Becky Hall from Halifax, West Yorkshire, said: ""It was scary to watch the rescue.",59.43,0.9605,0.9619,0.9612,,,2,0,GOOD
Und genau diese Konditionierungen ließen auch manchen noch so gut gemeinten Versuch scheitern.,And it is precisely this conditioning that results in many a well-intentioned attempt failing.,And exactly these conditionings also made some still so well meant attempt fail.,35.83,0.9032,0.9137,0.9084,,,2,0,REVIEW
Sie stehen keine 100 Meter voneinander entfernt: Am Dienstag ist in Gutach die neue B 33-Fußgängerampel am Dorfparkplatz in Betrieb genommen worden - in Sichtweite der älteren Rathausampel.,"They are not even 100 metres apart: On Tuesday, the new B 33 pedestrian lights in Dorfparkplatz in Gutach became operational - within view of the existing Town Hall traffic lights.",They are not 100 meters apart: On Tuesday in Gutach the new B 33 pedestrian light at the village parking lot was put into operation - in sight of the older town hall lamp.,51.01,0.9482,0.931,0.9395,,,6,0,GOOD
Nicht zu vergessen die richtige Kosmetik und Nagelpflege.,The correct cosmetics and nail care mustn't be forgotten.,Not to forget the right cosmetics and nail care.,50.25,0.9602,0.9351,0.9475,,,2,0,GOOD
"Nimmt Irrtümer und Opfer nicht nur in Kauf, sondern baut sich darauf auf.","It not only accepts errors and victims, but builds itself on them.","Not only do you buy mistakes and sacrifices, but you build on them.",33.23,0.9344,0.9354,0.9349,,,3,0,FLUENCY
"In den siebziger Jahren wollten die Stadtväter eine autogerechte Stadt, und deshalb blieb von den Resten der alten Stadtmauer nur das stehen, was nicht zu groß war.","In the 1970s, the city fathers wanted a car-friendly city, and therefore the only sections of the old city wall that remain are those that were not too tall.","In the seventies, the city fathers wanted a car-friendly city, and therefore the remains of the old city walls stopped only that which was not too large.",67.9,0.956,0.9536,0.9548,,,5,0,GOOD
In dieser leistungsmäßig sehr ausgeglichenen Begegnung stimmte im TSV-Team von Marcus Blasutto aber durchweg der große körperliche Einsatz und ein erfreuliches Engagement beider Teams.,"However, in this evenly matched game, the great physical effort of Marcus Blasutto's TSV team proved decisive in spite of tremendous commitment by both teams.","In this very well-balanced encounter, however, Marcus Blasutto's TSV team consistently matched the great physical effort and a gratifying commitment of both teams.",57.36,0.9467,0.9501,0.9484,,,5,0,GOOD
"Jedoch kann ein Kardinal, der ein Alter von 80 Jahren erreicht hat, nicht mehr an der Papstwahl teilnehmen – das fällt einer Gruppe von 120 „wahlberechtigten Kardinälen“ zu.","However, once a cardinal reaches 80 he is no longer permitted to participate in the election of a pope -- this falls to a group of 120 ""cardinal electors.""","However, a cardinal who has reached the age of 80 can no longer participate in the election of the Pope – this applies to a group of 120 ""appointed cardinals"".",57.98,0.9491,0.9481,0.9486,,,6,0,GOOD
"Die herrschende Theorie über die Behandlung von Kindern mit nicht eindeutigen Genitalien geht auf Dr. John Money von der Johns Hopkins University zurück, der die Ansicht vertrat, das Geschlecht sei formbar.","The prevailing theory on how to treat children with ambiguous genitalia was put forward by Dr. John Money at Johns Hopkins University, who held that gender was malleable.","The prevailing theory about the treatment of children with inconclusive genitals is based on Dr. John Money from Johns Hopkins University, who argued that gender is malleable.",63.1,0.973,0.9692,0.9711,,,7,0,GOOD
"Das Podest des Capo, der sonst die gemeinsame Anfeuerung koordiniert, blieb unbesetzt.","The 'Capo's' podium, the individual who usually coordinates the unison chants, remained empty.","The podium of the Capo, which otherwise coordinates the joint firing, remained unoccupied.",38.14,0.9273,0.9159,0.9216,,,3,0,FLUENCY
Ein Biosphärengebiet biete auch die Chance zu nachhaltiger ökonomischer wie ökologischer Entwicklung auf der Basis des international anerkannten Unesco-Status und somit eine kontinuierliche Ergänzung des mit dem Life-Projekt sowie den bisherigen Pflegetagen Erreichten für die Zukunft.,"A biosphere area offers the chance for sustainable economic and ecological development on the basis of the internationally recognised Unesco status, and thus offers an extension to what has been achieved thus far with the Life Project and the previous care days.",A biosphere area also offers the opportunity to achieve sustainable economic and ecological development on the basis of the internationally recognized Unesco status and thus a continuous addition to what has been achieved for the future with the Life project as well as the previous days of care.,73.54,0.9529,0.9654,0.9591,,,10,0,GOOD
"Wissenschaftler haben einen Anti-Nikotin-Impfstoff entwickelt, der den Spaß am Rauchen verderben könnte.",Scientists have developed an anti-nicotine vaccine that could take the pleasure out of smoking a cigarette.,Scientists have developed an anti-nicotine vaccine that could spoil the fun of smoking.,69.77,0.9774,0.9629,0.9701,,,4,0,GOOD
"Die Regierung bezeichnete es als wenig überraschend, dass sich die fünf Prozent der Bevölkerung, die selbst eine Versicherung abgeschlossen haben, nach einem anderen Tarif umsehen müssten, da ihr Vertrag nicht den neuen Standards nach dem Affordable Care Act entspreche.",The administration has said it should come as no surprise that the 5 percent of the population who purchase insurance on their own may be forced to switch plans because their coverage doesn't meet the new standards required under the Affordable Care Act.,"The government considered it unsurprising that the five percent of the population who took out insurance had to look for a different tariff, as their contract did not meet the new standards of the Affordable Care Act.",48.15,0.9282,0.923,0.9256,,,8,0,GOOD
"Er fügte hinzu: „Er konnte nicht mehr weiterfliegen, weshalb wir mit der Bitte um Hilfe kontaktiert wurden.“","He added: ""It was unable to fly off again so we were contacted for help.""","He added: ""He could no longer fly, which is why we were contacted with the request for help.",46.47,0.9318,0.9287,0.9303,,,2,0,GOOD
"Volkswirtschaftler sorgen sich auch wegen der hohen Verbraucherverschuldung in Thailand, das diese Woche knapp aus einer technischen Rezession herausgekommen ist.","Economists are also worried about high levels of consumer debt in Thailand, which this week narrowly emerged from technical recession.","Economists are also concerned about the high level of consumer debt in Thailand, which has just come out of a technical recession this week.",67.88,0.9659,0.972,0.9689,,,4,0,GOOD
Beim Hufeisenwerfen kommt es auf die Zielgenauigkeit an.,"In tossing the horseshoe, it all comes down to accuracy.","When throwing horseshoes, it depends on the accuracy of the target.",38.28,0.9309,0.9377,0.9343,,,2,0,FLUENCY
"„Das Flugzeug war voll“, erklärte er, „und das Boarding lief wie geschmiert.“","The plane was full, he said, ""and it boarded lickety-split.""","""The plane was full,"" he explained, ""and the boarding was running as if it were lubricated.",44.55,0.897,0.906,0.9015,,,2,0,SEMANTIC
"In Dicks Welt, die der unseren erschreckend gleicht, schauen Mutanten in die Zukunft - und die Polizei greift zu.","In Dick's world, which is alarmingly similar to our own, mutants look into the future - and the police have access to this insight.","In Dick's world, which is like ours, mutants are looking into the future - and the police are reaching out.",56.1,0.9528,0.9383,0.9455,,,4,0,GOOD
Alexei Miller von Gazprom bezeichnet Pipeline in Bulgarien als Beginn einer neuen Gasära,Gazprom's Alexei Miller says pipeline in Bulgaria starts new gas era,Alexei Miller of Gazprom describes pipeline in Bulgaria as the beginning of a new gas era,65.22,0.9564,0.9584,0.9574,,,4,0,GOOD
